CODICEIDENTIFICATIVOFARMACIA;CODFARMACIAASSEGNATODAASL;INDIRIZZO;DESCRIZIONEFARMACIA;PARTITAIVA;CAP;CODICECOMUNEISTAT;DESCRIZIONECOMUNE;FRAZIONE;CODICEPROVINCIAISTAT;SIGLAPROVINCIA;DESCRIZIONEPROVINCIA;CODICEREGIONE;DESCRIZIONEREGIONE;DATAINIZIOVALIDITA;DATAFINEVALIDITA;DESCRIZIONETIPOLOGIA;CODICETIPOLOGIA;LATITUDINE;LONGITUDINE;LOCALIZE
1052;57190;Via Guglielmo Marconi, 81;ARRIGOTTI;01397350032;28883;103035;GRAVELLONA TOCE;-;103;VB;VERBANO CUSIO OSSOLA;010;PIEMONTE;01/01/2005;30/04/2008;Ordinaria;1;45,9192370585377;8,43773637191037;1
1052;57015;Via Guglielmo Marconi, 81;FARMACIA DI GRAVELLONA TOCE SNC;02124870037;28883;103035;GRAVELLONA TOCE;-;103;VB;VERBANO CUSIO OSSOLA;010;PIEMONTE;01/05/2008;-;Ordinaria;1;45,9192370585377;8,43773637191037;1
1053;57201;Piazza Don Annichini, 3;MANTEGAZZA SAS DI LAPIDARI GIULIO;01425750039;28887;103050;OMEGNA;-;103;VB;VERBANO CUSIO OSSOLA;010;PIEMONTE;01/04/2007;-;Ordinaria;1;45,8706685547757;8,41762425790799;1
1053;57201;Via De Angeli, 24/28;MANTEGAZZA DI LAPIDARI G. & C. SNC;-;28887;103050;OMEGNA;-;103;VB;VERBANO CUSIO OSSOLA;010;PIEMONTE;01/01/2005;31/03/2007;Ordinaria;1;45,8706685547757;8,41762425790799;1
1054;57212;Piazza Zolanetta 5;MITTINO;-;28896;103058;QUARNA SOPRA;-;103;VB;VERBANO CUSIO OSSOLA;010;PIEMONTE;01/01/2005;31/03/2007;Ordinaria;1;45,8891713507674;8,36251520473529;1
1054;57212;Piazza Zolanetta 5;MITTINO;01423040037;28896;103058;QUARNA SOPRA;-;103;VB;VERBANO CUSIO OSSOLA;010;PIEMONTE;01/04/2007;28/02/2013;Ordinaria;1;45,8891713507674;8,36251520473529;1
1054;57212;Piazza Zolanetta 5;MITTINO;01423040037;28898;103058;QUARNA SOPRA;-;103;VB;VERBANO CUSIO OSSOLA;010;PIEMONTE;01/03/2013;-;Ordinaria;1;45,8891713507674;8,36251520473529;1
1055;57223;Via Giuseppe Mazzini, 70;DETOMASI T. & C. SNC;-;28887;103050;OMEGNA;-;103;VB;VERBANO CUSIO OSSOLA;010;PIEMONTE;01/01/2005;31/03/2007;Ordinaria;1;45,8706685547757;8,41762425790799;1
1055;57223;Via Giuseppe Mazzini, 70;DETOMASI T. & C. SNC;01427810039;28887;103050;OMEGNA;-;103;VB;VERBANO CUSIO OSSOLA;010;PIEMONTE;01/04/2007;-;Ordinaria;1;45,8706685547757;8,41762425790799;1
1056;57014;Via Corridoni, 6;BERNARDINI;02027090030;28883;103035;GRAVELLONA TOCE;-;103;VB;VERBANO CUSIO OSSOLA;010;PIEMONTE;01/01/2008;-;Ordinaria;1;45,9192370585377;8,43773637191037;1
1056;57014;Via Corridoni, 6;BERNARDINI;-;28883;103035;GRAVELLONA TOCE;-;103;VB;VERBANO CUSIO OSSOLA;010;PIEMONTE;01/01/2005;31/12/2007;Ordinaria;1;45,9192370585377;8,43773637191037;1
1057;57256;Piazza XXIV Aprile, 9;LAPIDARI M.L. & C. SNC;01468410038;28887;103050;OMEGNA;-;103;VB;VERBANO CUSIO OSSOLA;010;PIEMONTE;01/04/2007;-;Ordinaria;1;45,875588;8,408759000000002;1
1057;57256;Piazza XXIV Aprile, 9;LAPIDARI M.L. & C. SNC;-;28887;103050;OMEGNA;-;103;VB;VERBANO CUSIO OSSOLA;010;PIEMONTE;01/01/2005;31/03/2007;Ordinaria;1;45,875588;8,408759000000002;1
1058;58017;Via Luigi Einaudi, 16;COMUNALI DI CUNEO SRL - FARMACIA N. 2;03094370040;12100;004078;CUNEO;-;004;CN;CUNEO;010;PIEMONTE;01/06/2006;-;Ordinaria;1;44,65326115;7,3844282;1
1058;58074;-;COMUNALE 2;-;12100;004078;CUNEO;-;004;CN;CUNEO;010;PIEMONTE;01/01/2005;31/05/2006;Ordinaria;1;44,65326115;7,3844282;1
1059;58085;-;COMUNALE 1;-;12100;004078;CUNEO;-;004;CN;CUNEO;010;PIEMONTE;01/01/2005;31/05/2006;Ordinaria;1;44,3833531;7,5415771;1
1059;58016;Piazza Europa, 7 bis;COMUNALI DI CUNEO SRL - FARMACIA N. 1;03094370040;12100;004078;CUNEO;-;004;CN;CUNEO;010;PIEMONTE;01/06/2006;-;Ordinaria;1;44,3833531;7,5415771;1
1060;58111;Via Caraglio, 4;BOTTASSO;00143370047;12100;004078;CUNEO;-;004;CN;CUNEO;010;PIEMONTE;01/01/2005;30/09/2012;Ordinaria;1;44,391517;7,5493934;1
1060;58111;Via Caraglio, 4;BOTTASSO DI TOSCO CARLA E C. SAS;03452300043;12100;004078;CUNEO;-;004;CN;CUNEO;010;PIEMONTE;01/10/2012;-;Ordinaria;1;44,391517;7,5493934;1
1061;58122;Piazza Galimberti, 5;DELLA VALLE;00163180045;12100;004078;CUNEO;-;004;CN;CUNEO;010;PIEMONTE;01/01/2005;-;Ordinaria;1;44,3895378631319;7,54780729381197;1
1062;58144;Piazzale S. Defendente, 13;CENTRALE DI INGEGNATTI ELENA;00196980049;12020;004078;CUNEO;CONFRERIA;004;CN;CUNEO;010;PIEMONTE;01/01/2005;30/06/2008;Ordinaria;1;44,3895619;7,5478699;1
1062;58019;Piazzale S. Defendente, 12;CENTRALE DI INGEGNATTI ELENA;03055240042;12020;004078;CUNEO;CONFRERIA;004;CN;CUNEO;010;PIEMONTE;01/07/2008;-;Ordinaria;1;44,3895619;7,5478699;1
1063;58018;Via T. Cavallo, 7;COMUNALI DI CUNEO SRL - FARMACIA N. 3;03094370040;12100;004078;CUNEO;-;004;CN;CUNEO;010;PIEMONTE;01/06/2006;-;Ordinaria;1;44,3895619;7,5478699;1
1063;58214;-;COMUNALE 3;-;12100;004078;CUNEO;-;004;CN;CUNEO;010;PIEMONTE;01/01/2005;31/05/2006;Ordinaria;1;44,3895619;7,5478699;1
1064;58021;Piazza Galimberti, 14;VIVALDA SAS DI VIVALDA PIER ANDREA E C.;03246270049;12100;004078;CUNEO;-;004;CN;CUNEO;010;PIEMONTE;01/03/2013;-;Ordinaria;1;44,3895378631319;7,54780729381197;1
1064;58240;Piazza Galimberti, 14;MICHELOTTI;01796350047;12100;004078;CUNEO;-;004;CN;CUNEO;010;PIEMONTE;01/01/2005;30/04/2009;Ordinaria;1;44,3895378631319;7,54780729381197;1
1064;58021;Piazza Galimberti, 14;VIVALDA DI VIVALDA PIER ANDREA E C.;03246270049;12100;004078;CUNEO;-;004;CN;CUNEO;010;PIEMONTE;01/05/2009;28/02/2013;Ordinaria;1;44,3895378631319;7,54780729381197;1
1065;58251;Via Roma, 19;BERTERO;02088230046;12100;004078;CUNEO;-;004;CN;CUNEO;010;PIEMONTE;01/04/2007;31/12/2007;Ordinaria;1;44,7250491261049;7,32379335678739;1
1065;58251;Via Roma, 19;BERTERO;-;12100;004078;CUNEO;-;004;CN;CUNEO;010;PIEMONTE;01/01/2005;31/05/2009;Ordinaria;1;44,7250491261049;7,32379335678739;1
1065;58251;Via Roma, 19;BERTERO;02098230046;12100;004078;CUNEO;-;004;CN;CUNEO;010;PIEMONTE;01/01/2008;-;Ordinaria;1;44,7250491261049;7,32379335678739;1
1066;58262;Piazza V. Amedeo, 4;MONCHIERO;02349270047;12044;004061;CENTALLO;-;004;CN;CUNEO;010;PIEMONTE;01/01/2005;-;Ordinaria;1;44,4891175338954;7,59369695186962;1
1067;58273;Via Eula, 1;MANA;02035160049;12040;004144;MOROZZO;-;004;CN;CUNEO;010;PIEMONTE;01/01/2005;-;Ordinaria;1;44,4308153828904;7,68948970180755;1
1068;58284;Via Roma, 12;MANASSERO;02172040046;12040;004118;MARGARITA;-;004;CN;CUNEO;010;PIEMONTE;01/01/2005;30/04/2013;Ordinaria;1;44,4015104004699;7,6755123944895;1
1068;58284;Via Roma, 7;MANASSERO;02172040046;12040;004118;MARGARITA;-;004;CN;CUNEO;010;PIEMONTE;01/05/2013;-;Ordinaria;1;44,4015104004699;7,6755123944895;1
1069;58295;Via Vittorio Veneto, 11;FANIZZA;-;12020;004225;TARANTASCA;-;004;CN;CUNEO;010;PIEMONTE;01/01/2005;31/03/2007;Ordinaria;1;44,494015;7,545062999999999;1
1069;58295;Via Vittorio Veneto, 11;FANIZZA;02034570040;12020;004225;TARANTASCA;-;004;CN;CUNEO;010;PIEMONTE;01/04/2007;-;Ordinaria;1;44,494015;7,545062999999999;1
1070;58306;Corso Nizza, 13;SACRO CUORE;02249470044;12100;004078;CUNEO;-;004;CN;CUNEO;010;PIEMONTE;01/04/2007;-;Ordinaria;1;44,3227110687448;7,48042843575781;1
1070;58306;Corso Nizza, 13;SACRO CUORE;-;12100;004078;CUNEO;-;004;CN;CUNEO;010;PIEMONTE;01/01/2005;31/03/2007;Ordinaria;1;44,3227110687448;7,48042843575781;1
1071;58310;Corso Francia, 106;S. ROCCO;02287430041;12100;004078;CUNEO;S. ROCCO CASTAGNARETTA;004;CN;CUNEO;010;PIEMONTE;01/01/2008;-;Ordinaria;1;44,3742231484982;7,53204872864747;1
1071;58310;Corso Francia, 106;S. ROCCO;02475570046;12100;004078;CUNEO;S. ROCCO CASTAGNARETTA;004;CN;CUNEO;010;PIEMONTE;01/01/2005;31/12/2007;Ordinaria;1;44,3742231484982;7,53204872864747;1
1072;58321;Via Chiri, 1/a;BERTOLETTI SNC;02337980045;12020;004078;CUNEO;MADONNA DELL'OLMO;004;CN;CUNEO;010;PIEMONTE;01/01/2005;-;Ordinaria;1;44,3895619;7,5478699;1
1073;58332;Via Bisalta, 14/bis;S. GIUSEPPE SNC;02350520041;12100;004078;CUNEO;BORGO S. GIUSEPPE;004;CN;CUNEO;010;PIEMONTE;01/01/2005;-;Ordinaria;1;44,3295973628677;7,6137967581293;1
1074;58343;Via Ettore Garelli, 12;ROVEDA SNC;02350200040;12044;004061;CENTALLO;-;004;CN;CUNEO;010;PIEMONTE;01/04/2007;28/02/2013;Ordinaria;1;44,4891175338954;7,59369695186962;1
1074;58343;Via Ettore Garelli, 12;ROVEDA SNC;-;12044;004061;CENTALLO;-;004;CN;CUNEO;010;PIEMONTE;01/01/2005;31/03/2007;Ordinaria;1;44,4891175338954;7,59369695186962;1
1074;58022;Via Ettore Garelli, 12;ROVEDA GIOVANNA;02350200040;12044;004061;CENTALLO;-;004;CN;CUNEO;010;PIEMONTE;01/03/2013;-;Ordinaria;1;44,4891175338954;7,59369695186962;1
1075;58354;Corso Nizza, 48;BEATO ANGELO;02360140046;12100;004078;CUNEO;-;004;CN;CUNEO;010;PIEMONTE;01/01/2005;30/04/2009;Ordinaria;1;44,3227110687448;7,48042843575781;1
1075;58020;Corso Nizza, 48;BEATO ANGELO SNC DI VIVALDA SILVIA E C.;03246280048;12100;004078;CUNEO;-;004;CN;CUNEO;010;PIEMONTE;01/05/2009;-;Ordinaria;1;44,3227110687448;7,48042843575781;1
1076;58376;Via XXIV Maggio, 20;CIVALLERI CLAUDIO;02497880043;12081;004016;BEINETTE;-;004;CN;CUNEO;010;PIEMONTE;01/01/2005;-;Ordinaria;1;44,3643666;7,6465586;1
1077;58380;Corso Nizza, 59;SALUS SNC;02641700048;12100;004078;CUNEO;-;004;CN;CUNEO;010;PIEMONTE;01/01/2008;-;Ordinaria;1;44,3227110687448;7,48042843575781;1
1077;58380;Corso Nizza, 59;SALUS SNC;-;12100;004078;CUNEO;-;004;CN;CUNEO;010;PIEMONTE;01/01/2005;31/12/2007;Ordinaria;1;44,3227110687448;7,48042843575781;1
1078;58391;Via V. Veneto, 16;TOCCHIO FLAVIA VALENTINA;02034510046;12040;004049;CASTELLETTO STURA;-;004;CN;CUNEO;010;PIEMONTE;01/09/2010;30/09/2012;Ordinaria;1;44,4323421772269;7,63668779697531;1
1078;58391;Via V. Veneto, 16;TOCCHIO SNC;03443990043;12040;004049;CASTELLETTO STURA;-;004;CN;CUNEO;010;PIEMONTE;01/10/2012;-;Ordinaria;1;44,4323421772269;7,63668779697531;1
1078;58391;Via V. Veneto, 16;TOCCHIO FLAVIA VALENTINA;-;12040;004049;CASTELLETTO STURA;-;004;CN;CUNEO;010;PIEMONTE;01/01/2005;31/08/2010;Ordinaria;1;44,4323421772269;7,63668779697531;1
1079;59054;Via Umberto I, 114;ABRATE ENRICO;-;12022;004034;BUSCA;-;004;CN;CUNEO;010;PIEMONTE;01/01/2005;31/03/2007;Ordinaria;1;44,5152314363717;7,47539931808129;1
1079;59054;Via Umberto I, 114;ABRATE ENRICO;00196010045;12022;004034;BUSCA;-;004;CN;CUNEO;010;PIEMONTE;01/04/2007;-;Ordinaria;1;44,5152314363717;7,47539931808129;1
1080;59034;Via Regina Margherita, 21;COMINO MARIA PIA;03238960045;12010;004022;BERNEZZO;-;004;CN;CUNEO;010;PIEMONTE;01/05/2009;-;Ordinaria;1;44,383782171794;7,42806045099234;1
1080;59135;Via Regina Margherita, 21;BEZZONE;-;12010;004022;BERNEZZO;-;004;CN;CUNEO;010;PIEMONTE;01/01/2005;31/03/2007;Ordinaria;1;44,383782171794;7,42806045099234;1
1080;59135;Via Regina Margherita, 21;BEZZONE;00927500041;12010;004022;BERNEZZO;-;004;CN;CUNEO;010;PIEMONTE;01/04/2007;30/04/2009;Ordinaria;1;44,383782171794;7,42806045099234;1
1081;59150;Via Quattro Novembre, 47;DIALE;02087180044;12025;004082;DRONERO;-;004;CN;CUNEO;010;PIEMONTE;01/04/2007;30/11/2012;Ordinaria;1;44,456159444122;7,33127798332437;1
1081;59150;Via Quattro Novembre, 47;DIALE;-;12025;004082;DRONERO;-;004;CN;CUNEO;010;PIEMONTE;01/01/2005;31/03/2007;Ordinaria;1;44,456159444122;7,33127798332437;1
1081;59150;Via Quattro Novembre, 47;SAGLIMBENI SAS;03457660045;12025;004082;DRONERO;-;004;CN;CUNEO;010;PIEMONTE;01/12/2012;-;Ordinaria;1;44,456159444122;7,33127798332437;1
1082;59323;Via Umberto I, 106;FAVRO PAOLO;02962710048;12022;004034;BUSCA;-;004;CN;CUNEO;010;PIEMONTE;01/09/2010;-;Ordinaria;1;44,5070280472724;7,46873410619493;1
1082;59323;Via Umberto I, 106;FAVRO PAOLO;01119420048;12022;004034;BUSCA;-;004;CN;CUNEO;010;PIEMONTE;01/01/2005;31/08/2010;Ordinaria;1;44,5070280472724;7,46873410619493;1
1083;59183;Piazza Roma, 1/A;PRATI;02001500046;12027;004173;PRADLEVES;-;004;CN;CUNEO;010;PIEMONTE;01/01/2005;30/09/2010;Ordinaria;1;44,4141619253994;7,26755197776241;1
1083;59037;Piazza Roma, 1/A;TROTTA SNC DI TROTTA CHIARA E GIORGIA;03339060042;12027;004173;PRADLEVES;-;004;CN;CUNEO;010;PIEMONTE;01/10/2010;-;Ordinaria;1;44,4141619253994;7,26755197776241;1
1084;59194;Piazza Grande, 2;OLIVERO;02069980049;12010;004243;VIGNOLO;-;004;CN;CUNEO;010;PIEMONTE;01/01/2005;-;Ordinaria;1;44,3606316;7,474736099999999;1
1085;59205;Strada Provinciale, 32;GALLINOTTI;02119040042;12020;004187;ROCCABRUNA;-;004;CN;CUNEO;010;PIEMONTE;01/01/2005;-;Ordinaria;1;44,47453;7,343726;1
1086;59220;Via Roma, 157;ROSSI SNC;02346710045;12023;004040;CARAGLIO;-;004;CN;CUNEO;010;PIEMONTE;01/04/2007;-;Ordinaria;1;44,4182198031012;7,43013903560058;1
1086;59220;Via Roma, 157;ROSSI SNC;-;12023;004040;CARAGLIO;-;004;CN;CUNEO;010;PIEMONTE;01/01/2005;31/03/2007;Ordinaria;1;44,4182198031012;7,43013903560058;1
1087;59231;Piazza Cavour, 20;CORNELIO SNC;01126410040;12023;004040;CARAGLIO;-;004;CN;CUNEO;010;PIEMONTE;01/01/2005;-;Ordinaria;1;44,417167616774;7,42822174994637;1
1088;59242;Via Cuneo, 2;PONSO;02213390046;12010;004064;CERVASCA;-;004;CN;CUNEO;010;PIEMONTE;01/01/2005;-;Ordinaria;1;44,3867258903253;7,4928270037058;1
1089;59253;Via Giovanni Giolitti, 14;GAVIOLI;02359560048;12025;004082;DRONERO;-;004;CN;CUNEO;010;PIEMONTE;01/01/2005;28/02/2013;Ordinaria;1;44,456159444122;7,33127798332437;1
1089;59253;Via Stazione, 19;GAVIOLI;02359560048;12025;004082;DRONERO;-;004;CN;CUNEO;010;PIEMONTE;01/03/2013;-;Ordinaria;1;44,456159444122;7,33127798332437;1
1090;59286;Via Brofferio, 2;CENTRALE SNC DI ANSELMETTI ANDREA;02788070049;12025;004082;DRONERO;-;004;CN;CUNEO;010;PIEMONTE;01/01/2005;-;Ordinaria;1;44,4678336;7,3616951;1
1091;59290;C.so Giovanni XXIII, 3;S. LORENZO;02788950042;12022;004034;BUSCA;-;004;CN;CUNEO;010;PIEMONTE;01/01/2005;-;Ordinaria;1;44,5124096784107;7,48119780305394;1
1092;59036;Via Monterosso, 15;VALGRANA DEL DOTT. BALDUCCI GUIDO;09407480012;12020;004234;VALGRANA;-;004;CN;CUNEO;010;PIEMONTE;01/03/2013;-;Ordinaria;1;44,4116358;7,3729405;1
1092;59301;Via Monterosso, 15;MAGLIANO ROBERTA;-;12020;004234;VALGRANA;-;004;CN;CUNEO;010;PIEMONTE;01/01/2005;31/03/2007;Ordinaria;1;44,4116358;7,3729405;1
1092;59033;Via Monterosso, 15;VALGRANA DEL DOTT. AMBROSIO ANDREA;09407480012;12020;004234;VALGRANA;-;004;CN;CUNEO;010;PIEMONTE;01/04/2007;28/02/2013;Ordinaria;1;44,4116358;7,3729405;1
1093;59312;Via Roma, 5;VALLE MAIRA SNC;-;12029;004207;SAN DAMIANO MACRA;-;004;CN;CUNEO;010;PIEMONTE;01/01/2005;31/08/2010;Ordinaria;1;44,4981072431429;7,23838882663225;1
1093;59035;Via Roma, 5;SAGLIMBENI SAS;03457660045;12029;004207;SAN DAMIANO MACRA;-;004;CN;CUNEO;010;PIEMONTE;01/12/2012;-;Ordinaria;1;44,4981072431429;7,23838882663225;1
1093;59312;Via Roma, 5;SAGLIMBENI;10104820013;12029;004207;SAN DAMIANO MACRA;-;004;CN;CUNEO;010;PIEMONTE;01/09/2010;30/11/2012;Ordinaria;1;44,4981072431429;7,23838882663225;1
1094;60045;Piazza Prof. Mottini, 9;CAVALLO;00196060040;12012;004028;BOVES;-;004;CN;CUNEO;010;PIEMONTE;01/01/2005;31/01/2008;Ordinaria;1;44,3280068;7,5515704;1
1094;60045;Piazza Prof. Mottini, 9;SOFFIETTI - CAVALLO DI SOFFIETTI LUIGI E C. SNC;03191520042;12012;004028;BOVES;-;004;CN;CUNEO;010;PIEMONTE;01/02/2008;31/05/2013;Ordinaria;1;44,3280068;7,5515704;1
1094;60040;Piazza Caduti 22;SOFFIETTI - CAVALLO DI SOFFIETTI LUIGI E C. SNC;03191520042;12012;004028;BOVES;-;004;CN;CUNEO;010;PIEMONTE;01/06/2013;-;Ordinaria;1;44,3280068;7,5515704;1
1095;60036;Largo Roma, 5;CHIERA DEL DR. VUCUSA GIUSEPPE E C. SAS;01623830047;12015;004110;LIMONE PIEMONTE;-;004;CN;CUNEO;010;PIEMONTE;01/01/2008;-;Ordinaria;1;44,1868287779047;7,57734369298241;1
1095;60036;Largo Roma, 5;CHIERA DEL DR. VUCUSA GIUSEPPE E C. SAS;03054340041;12015;004110;LIMONE PIEMONTE;-;004;CN;CUNEO;010;PIEMONTE;01/01/2005;31/12/2007;Ordinaria;1;44,1868287779047;7,57734369298241;1
1096;60038;Via V. Bersezio, 44;RICCI DI RICCI GIANFRANCO E C. SNC;03102290040;12016;004163;PEVERAGNO;-;004;CN;CUNEO;010;PIEMONTE;01/06/2006;-;Ordinaria;1;44,3111593268749;7,61919552167889;1
1096;60093;-;RICCI;00258620046;12016;004163;PEVERAGNO;-;004;CN;CUNEO;010;PIEMONTE;01/01/2005;31/05/2006;Ordinaria;1;44,3111593268749;7,61919552167889;1
1097;60141;Piazza Vermenagna, 1;ROGGIA;00756300042;12019;004239;VERNANTE;-;004;CN;CUNEO;010;PIEMONTE;01/01/2005;-;Ordinaria;1;44,2178106153923;7,51748986060852;1
1098;60035;Piazzale Europa, 15;PAROLA DANIELA;03042110043;12010;004084;ENTRACQUE;-;004;CN;CUNEO;010;PIEMONTE;01/09/2010;28/02/2013;Ordinaria;1;44,1824209936739;7,40360838056051;1
1098;60035;Via della Resistenza, 9;PAROLA DANIELA;00766910046;12010;004084;ENTRACQUE;-;004;CN;CUNEO;010;PIEMONTE;01/01/2005;31/08/2010;Ordinaria;1;44,1824209936739;7,40360838056051;1
1098;60035;Piazzale Europa 15;PAROLA DANIELA;03042110043;12010;004084;ENTRACQUE;-;004;CN;CUNEO;010;PIEMONTE;01/03/2013;-;Ordinaria;1;44,1824209936739;7,40360838056051;1
1099;60174;Piazza V. Veneto, 24;LEVRONE;01119380044;12013;004068;CHIUSA DI PESIO;-;004;CN;CUNEO;010;PIEMONTE;01/01/2005;-;Ordinaria;1;44,261134609822;7,67198589032502;1
1100;60196;Via Giuseppe Garibaldi, 26;PAGANELLI;02165290046;12011;004025;BORGO SAN DALMAZZO;-;004;CN;CUNEO;010;PIEMONTE;01/01/2005;31/08/2011;Ordinaria;1;44,3305906358791;7,47323144391755;1
1100;60196;Via Giuseppe Garibaldi, 92;PAGANELLI SNC;03391130048;12011;004025;BORGO SAN DALMAZZO;-;004;CN;CUNEO;010;PIEMONTE;01/09/2011;-;Ordinaria;1;44,3305906358791;7,47323144391755;1
1101;60037;Via Martiri, 60;S. MARIA DI CANAVERO DR. SIMONE E GALLEANO ANNA SNC;03074510045;12014;004079;DEMONTE;-;004;CN;CUNEO;010;PIEMONTE;01/01/2008;-;Ordinaria;1;44,3300387248267;7,25427435640198;1
1101;60037;Via Martiri, 60;S. MARIA DI CANAVERO DR. SIMONE E GALLEANO ANNA SNC;02331380044;12014;004079;DEMONTE;-;004;CN;CUNEO;010;PIEMONTE;01/01/2005;31/12/2007;Ordinaria;1;44,3300387248267;7,25427435640198;1
1102;60211;Via Roma, 71;BELTRITTI SNC;02346370048;12011;004025;BORGO SAN DALMAZZO;-;004;CN;CUNEO;010;PIEMONTE;01/01/2005;-;Ordinaria;1;44,3282962642187;7,48718218411694;1
1103;60222;Via VIII Agosto, 18;ARMANDO;02372920047;12018;004192;ROCCAVIONE;-;004;CN;CUNEO;010;PIEMONTE;01/01/2005;28/02/2013;Ordinaria;1;44,3004832521041;7,47944318531406;1
1103;60222;Via Marengo Olivero, 36;ARMANDO STEFANIA;02372920047;12018;004192;ROCCAVIONE;-;004;CN;CUNEO;010;PIEMONTE;01/03/2013;-;Ordinaria;1;44,3004832521041;7,47944318531406;1
1104;60244;Piazza Regina Elena, 16;BRUNA;02498940044;12010;004233;VALDIERI;-;004;CN;CUNEO;010;PIEMONTE;01/01/2005;-;Ordinaria;1;44,2273211457041;7,30357266588083;1
1105;60255;Piazza Italia, 53;S. BARTOLOMEO;02733263004;12012;004028;BOVES;-;004;CN;CUNEO;010;PIEMONTE;01/01/2005;31/08/2007;Ordinaria;1;44,3548960994214;7,54814685066672;1
1105;60039;Piazza Italia, 53;S. BARTOLOMEO DOTT.SOFFIETTI LUIGI;02732630047;12012;004028;BOVES;-;004;CN;CUNEO;010;PIEMONTE;01/09/2007;-;Ordinaria;1;44,3548960994214;7,54814685066672;1
1106;60266;Via Barale, 15;CROSETTO;-;12010;004093;GAIOLA;-;004;CN;CUNEO;010;PIEMONTE;01/01/2005;31/12/2007;Ordinaria;1;44,3344818976704;7,4078651887117;1
1106;60266;Via Barale, 15;CROSETTO;02845110044;12010;004093;GAIOLA;-;004;CN;CUNEO;010;PIEMONTE;01/01/2008;-;Ordinaria;1;44,3344818976704;7,4078651887117;1
1107;60271;Piazza Vittorio Veneto, 13;S. ANNA DI SERRATORE DR.SSA FRANCESCA;01309560058;12010;004248;VINADIO;-;004;CN;CUNEO;010;PIEMONTE;01/03/2013;-;Ordinaria;1;44,3070346462034;7,17347786297098;1
1107;60270;Piazza Vittorio Veneto, 13;SOTTILE ALESSIA;01309560058;12010;004248;VINADIO;-;004;CN;CUNEO;010;PIEMONTE;01/01/2005;28/02/2013;Ordinaria;1;44,3070346462034;7,17347786297098;1
1108;66025;Corso Einaudi, 10;ANDREIS SNC DI ANDREIS MARIO E C.;00196030043;12061;004043;CARRU';-;004;CN;CUNEO;010;PIEMONTE;01/01/2005;-;Ordinaria;1;44,47956965;7,8789869;1
1109;66026;Via Asilo, 4;GIRAUDI ARIANNA;03238060044;12060;004086;FARIGLIANO;-;004;CN;CUNEO;010;PIEMONTE;01/03/2013;-;Ordinaria;1;44,5101671305134;7,92432045058889;1
1109;66043;Piazza Vittorio Emanuele, 40;GIRAUDI ARIANNA;00262380041;12060;004086;FARIGLIANO;-;004;CN;CUNEO;010;PIEMONTE;01/01/2005;31/08/2010;Ordinaria;1;44,5101671305134;7,92432045058889;1
1109;66043;Piazza Vittorio Emanuele, 40;GIRAUDI ARIANNA;03238060044;12060;004086;FARIGLIANO;-;004;CN;CUNEO;010;PIEMONTE;01/09/2010;28/02/2013;Ordinaria;1;44,5101671305134;7,92432045058889;1
1110;66024;Via Sant'Agostino, 9;BALBO SAS;00103720041;12084;004130;MONDOVI';BREO;004;CN;CUNEO;010;PIEMONTE;01/04/2007;-;Ordinaria;1;44,3890971223344;7,8215954694175;1
1110;66065;Via Sant'Agostino, 9;BALBO;-;12084;004130;MONDOVI';BREO;004;CN;CUNEO;010;PIEMONTE;01/01/2005;31/03/2007;Ordinaria;1;44,3890971223344;7,8215954694175;1
1111;66023;Via S. Bernardo, 15;TRAVAGLIO;03113520047;12084;004130;MONDOVI';BREO;004;CN;CUNEO;010;PIEMONTE;01/11/2009;-;Ordinaria;1;44,3870728873356;7,82133584015525;1
1111;66023;Piazza Santa Maria Maggiore, 11;BO;-;12084;004130;MONDOVI';BREO;004;CN;CUNEO;010;PIEMONTE;01/01/2005;31/10/2009;Ordinaria;1;44,3870728873356;7,82133584015525;1
1112;66474;Via A. Nielli, 122/a;PEROTTI ANNA MARIA;-;12080;004210;SAN MICHELE MONDOVI';-;004;CN;CUNEO;010;PIEMONTE;01/01/2005;30/09/2010;Ordinaria;1;44,3698618895248;7,92206503074259;1
1112;66474;Via A. Nielli, 122/a;PEROTTI ANNA MARIA;02961940042;12080;004210;SAN MICHELE MONDOVI';-;004;CN;CUNEO;010;PIEMONTE;01/10/2010;-;Ordinaria;1;44,3698618895248;7,92206503074259;1
1113;66220;Via Giovanni XXIII, 11;MANA;00777530049;12047;004189;ROCCA DE' BALDI;CRAVA;004;CN;CUNEO;010;PIEMONTE;01/01/2005;-;Ordinaria;1;44,423633;7,761136;1
1114;66231;Via IV Novembre;DENINA;00777540048;12083;004091;FRABOSA SOTTANA;-;004;CN;CUNEO;010;PIEMONTE;01/01/2005;-;Ordinaria;1;44,2814095989877;7,7768961707474;1
1115;66242;Via Langhe, 224;OCCELLI;00979170040;12060;004114;MAGLIANO ALPI;-;004;CN;CUNEO;010;PIEMONTE;01/01/2005;-;Ordinaria;1;44,3511900071604;7,79254993413804;1
1116;66253;-;S. MARIA DI ARTUSIO PIETRO;-;12084;004130;MONDOVI';ALTIPIANO;004;CN;CUNEO;010;PIEMONTE;01/01/2005;31/05/2006;Ordinaria;1;44,3908622637911;7,81726112485979;1
